date,tournament,home_team,away_team,home_score,away_score,winner,tournament_category
2001-03-23,FIFA World Cup qualification,Qatar,Palestine,2,1,Qatar,Other Tournaments
2001-03-24,FIFA World Cup qualification,Andorra,Netherlands,0,5,Netherlands,Other Tournaments
2001-03-24,FIFA World Cup qualification,Armenia,Wales,2,2,Draw,Other Tournaments
2001-03-24,FIFA World Cup qualification,Azerbaijan,Moldova,0,0,Draw,Other Tournaments
2001-03-24,FIFA World Cup qualification,Bosnia and Herzegovina,Austria,1,1,Draw,Other Tournaments
2001-03-24,Friendly,British Virgin Islands,United States Virgin Islands,2,0,British Virgin Islands,Friendly/Invitationals
2001-03-24,FIFA World Cup qualification,Bulgaria,Iceland,2,1,Bulgaria,Other Tournaments
2001-03-24,FIFA World Cup qualification,Croatia,Latvia,4,1,Croatia,Other Tournaments
2001-03-24,FIFA World Cup qualification,Cyprus,Republic of Ireland,0,4,Republic of Ireland,Other Tournaments
2001-03-24,FIFA World Cup qualification,England,Finland,2,1,England,Other Tournaments
2001-03-24,Friendly,France,Japan,5,0,France,Friendly/Invitationals
2001-03-24,African Cup of Nations qualification,Gabon,Kenya,1,1,Draw,Other Tournaments
2001-03-24,FIFA World Cup qualification,Germany,Albania,2,1,Germany,Other Tournaments
2001-03-24,FIFA World Cup qualification,Hungary,Lithuania,1,1,Draw,Other Tournaments
2001-03-24,African Cup of Nations qualification,Lesotho,Zimbabwe,0,1,Zimbabwe,Other Tournaments
2001-03-24,FIFA World Cup qualification,Luxembourg,Faroe Islands,0,2,Faroe Islands,Other Tournaments
2001-03-24,African Cup of Nations qualification,Madagascar,Namibia,1,2,Namibia,Other Tournaments
2001-03-24,FIFA World Cup qualification,Malta,Denmark,0,5,Denmark,Other Tournaments
2001-03-24,African Cup of Nations qualification,Morocco,Tunisia,2,0,Morocco,Other Tournaments
2001-03-24,FIFA World Cup qualification,Northern Ireland,Czech Republic,0,1,Czech Republic,Other Tournaments
2001-03-24,FIFA World Cup qualification,Norway,Poland,2,3,Poland,Other Tournaments
2001-03-24,FIFA World Cup qualification,Romania,Italy,0,2,Italy,Other Tournaments
2001-03-24,FIFA World Cup qualification,Russia,Slovenia,1,1,Draw,Other Tournaments
2001-03-24,FIFA World Cup qualification,Scotland,Belgium,2,2,Draw,Other Tournaments
2001-03-24,African Cup of Nations qualification,Senegal,Uganda,3,0,Senegal,Other Tournaments
2001-03-24,FIFA World Cup qualification,Serbia,Switzerland,1,1,Draw,Other Tournaments
2001-03-24,African Cup of Nations qualification,South Africa,Mauritius,3,0,South Africa,Other Tournaments
2001-03-24,FIFA World Cup qualification,Spain,Liechtenstein,5,0,Spain,Other Tournaments
2001-03-24,FIFA World Cup qualification,Sweden,North Macedonia,1,0,Sweden,Other Tournaments
2001-03-24,Friendly,Trinidad and Tobago,Guatemala,3,1,Trinidad and Tobago,Friendly/Invitationals
2001-03-24,FIFA World Cup qualification,Turkey,Slovakia,1,1,Draw,Other Tournaments
2001-03-24,FIFA World Cup qualification,Ukraine,Belarus,0,0,Draw,Other Tournaments
2001-03-24,African Cup of Nations qualification,Zambia,Nigeria,1,1,Draw,Other Tournaments
2001-03-24,Muratti Vase,Alderney,Guernsey,0,6,Guernsey,Other Tournaments
2001-03-25,FIFA World Cup qualification,Costa Rica,Trinidad and Tobago,3,0,Costa Rica,Other Tournaments
2001-03-25,African Cup of Nations qualification,Angola,Burkina Faso,2,0,Angola,Other Tournaments
2001-03-25,African Cup of Nations qualification,Burundi,Algeria,0,1,Algeria,Other Tournaments
2001-03-25,African Cup of Nations qualification,Congo,Liberia,0,1,Liberia,Other Tournaments
2001-03-25,African Cup of Nations qualification,Ghana,DR Congo,3,0,Ghana,Other Tournaments
2001-03-25,FIFA World Cup qualification,Malaysia,Palestine,4,3,Malaysia,Other Tournaments
2001-03-25,FIFA World Cup qualification,Mexico,Jamaica,4,0,Mexico,Other Tournaments
2001-03-25,FIFA World Cup qualification,Qatar,Hong Kong,3,0,Qatar,Other Tournaments
2001-03-25,African Cup of Nations qualification,Sudan,Ivory Coast,0,0,Draw,Other Tournaments
2001-03-27,FIFA World Cup qualification,Colombia,Bolivia,2,0,Colombia,Other Tournaments
2001-03-27,Friendly,Oman,United Arab Emirates,2,1,Oman,Friendly/Invitationals
2001-03-27,FIFA World Cup qualification,Peru,Chile,3,1,Peru,Other Tournaments
2001-03-28,FIFA World Cup qualification,Albania,England,1,3,England,Other Tournaments
2001-03-28,FIFA World Cup qualification,Andorra,Republic of Ireland,0,3,Republic of Ireland,Other Tournaments
2001-03-28,FIFA World Cup qualification,Argentina,Venezuela,5,0,Argentina,Other Tournaments
2001-03-28,FIFA World Cup qualification,Austria,Israel,2,1,Austria,Other Tournaments
2001-03-28,FIFA World Cup qualification,Belarus,Norway,2,1,Belarus,Other Tournaments
2001-03-28,FIFA World Cup qualification,Bulgaria,Northern Ireland,4,3,Bulgaria,Other Tournaments
2001-03-28,FIFA World Cup qualification,Cyprus,Estonia,2,2,Draw,Other Tournaments
2001-03-28,FIFA World Cup qualification,Czech Republic,Denmark,0,0,Draw,Other Tournaments
2001-03-28,FIFA World Cup qualification,Ecuador,Brazil,1,0,Ecuador,Other Tournaments
2001-03-28,FIFA World Cup qualification,Georgia,Romania,0,2,Romania,Other Tournaments
2001-03-28,FIFA World Cup qualification,Greece,Germany,2,4,Germany,Other Tournaments
2001-03-28,FIFA World Cup qualification,Honduras,United States,1,2,United States,Other Tournaments
2001-03-28,FIFA World Cup qualification,Italy,Lithuania,4,0,Italy,Other Tournaments
2001-03-28,FIFA World Cup qualification,Liechtenstein,Bosnia and Herzegovina,0,3,Bosnia and Herzegovina,Other Tournaments
2001-03-28,FIFA World Cup qualification,North Macedonia,Turkey,1,2,Turkey,Other Tournaments
2001-03-28,Friendly,Martinique,Guadeloupe,4,1,Martinique,Friendly/Invitationals
2001-03-28,FIFA World Cup qualification,Moldova,Sweden,0,2,Sweden,Other Tournaments
2001-03-28,FIFA World Cup qualification,Poland,Armenia,4,0,Poland,Other Tournaments
2001-03-28,FIFA World Cup qualification,Portugal,Netherlands,2,2,Draw,Other Tournaments
2001-03-28,FIFA World Cup qualification,Russia,Faroe Islands,1,0,Russia,Other Tournaments
2001-03-28,FIFA World Cup qualification,Scotland,San Marino,4,0,Scotland,Other Tournaments
2001-03-28,FIFA World Cup qualification,Slovakia,Azerbaijan,3,1,Slovakia,Other Tournaments
2001-03-28,FIFA World Cup qualification,Slovenia,Serbia,1,1,Draw,Other Tournaments
2001-03-28,Friendly,Spain,France,2,1,Spain,Friendly/Invitationals
2001-03-28,Friendly,Sri Lanka,Cambodia,1,0,Sri Lanka,Friendly/Invitationals
2001-03-28,FIFA World Cup qualification,Switzerland,Luxembourg,5,0,Switzerland,Other Tournaments
2001-03-28,FIFA World Cup qualification,Uruguay,Paraguay,0,1,Paraguay,Other Tournaments
2001-03-28,FIFA World Cup qualification,Wales,Ukraine,1,1,Draw,Other Tournaments
2001-04-01,FIFA World Cup qualification,Maldives,Cambodia,6,0,Maldives,Other Tournaments
2001-04-04,CFU Caribbean Cup qualification,Barbados,Grenada,2,1,Barbados,Other Tournaments
2001-04-04,CFU Caribbean Cup qualification,Cayman Islands,British Virgin Islands,2,2,Draw,Other Tournaments
2001-04-04,CFU Caribbean Cup qualification,Cuba,Dominica,3,1,Cuba,Other Tournaments
2001-04-04,CFU Caribbean Cup qualification,Guyana,Saint Martin,2,0,Guyana,Other Tournaments
2001-04-04,Friendly,Lebanon,Bahrain,1,1,Draw,Friendly/Invitationals
2001-04-04,CFU Caribbean Cup qualification,Suriname,Aruba,5,0,Suriname,Other Tournaments
2001-04-05,Friendly,Haiti,Panama,1,1,Draw,Friendly/Invitationals
2001-04-05,Friendly,Oman,Sudan,0,1,Sudan,Friendly/Invitationals
2001-04-06,CFU Caribbean Cup qualification,Cuba,Saint Martin,1,0,Cuba,Other Tournaments
2001-04-06,CFU Caribbean Cup qualification,Grenada,Aruba,4,2,Grenada,Other Tournaments
2001-04-06,CFU Caribbean Cup qualification,Guyana,Dominica,2,0,Guyana,Other Tournaments
2001-04-06,CFU Caribbean Cup qualification,Martinique,British Virgin Islands,6,0,Martinique,Other Tournaments
2001-04-06,CFU Caribbean Cup qualification,Suriname,Barbados,2,2,Draw,Other Tournaments
2001-04-07,FIFA World Cup qualification,Brunei,Yemen,0,5,Yemen,Other Tournaments
2001-04-07,FIFA World Cup qualification,Fiji,American Samoa,13,0,Fiji,Other Tournaments
2001-04-07,Friendly,Haiti,Panama,0,0,Draw,Friendly/Invitationals
2001-04-07,Friendly,Mauritania,Cape Verde,0,1,Cape Verde,Friendly/Invitationals
2001-04-07,Friendly,Oman,Sudan,1,1,Draw,Friendly/Invitationals
2001-04-07,FIFA World Cup qualification,Samoa,Tonga,0,1,Tonga,Other Tournaments
2001-04-08,CFU Caribbean Cup qualification,Barbados,Aruba,5,2,Barbados,Other Tournaments
2001-04-08,CFU Caribbean Cup qualification,Dominica,Saint Martin,2,3,Saint Martin,Other Tournaments
2001-04-08,CFU Caribbean Cup qualification,Guyana,Cuba,0,3,Cuba,Other Tournaments
2001-04-08,FIFA World Cup qualification,India,United Arab Emirates,1,0,India,Other Tournaments
2001-04-08,FIFA World Cup qualification,Indonesia,Maldives,5,0,Indonesia,Other Tournaments
2001-04-08,Friendly,Mali,Liberia,3,0,Mali,Friendly/Invitationals
2001-04-08,CFU Caribbean Cup qualification,Martinique,Cayman Islands,1,1,Draw,Other Tournaments
2001-04-08,COSAFA Cup,Mauritius,Namibia,1,0,Mauritius,Regional Tournaments
2001-04-08,CFU Caribbean Cup qualification,Suriname,Grenada,3,1,Suriname,Other Tournaments
2001-04-09,FIFA World Cup qualification,American Samoa,Samoa,0,8,Samoa,Other Tournaments
2001-04-09,FIFA World Cup qualification,Australia,Tonga,22,0,Australia,Other Tournaments
2001-04-10,CFU Caribbean Cup qualification,Guadeloupe,Saint Lucia,2,3,Saint Lucia,Other Tournaments
2001-04-10,CFU Caribbean Cup qualification,Haiti,United States Virgin Islands,12,1,Haiti,Other Tournaments
2001-04-11,FIFA World Cup qualification,Australia,American Samoa,31,0,Australia,Other Tournaments
2001-04-11,Friendly,Mexico,Chile,1,0,Mexico,Friendly/Invitationals
2001-04-11,FIFA World Cup qualification,Samoa,Fiji,1,6,Fiji,Other Tournaments
2001-04-12,CFU Caribbean Cup qualification,Guadeloupe,United States Virgin Islands,11,0,Guadeloupe,Other Tournaments
2001-04-12,CFU Caribbean Cup qualification,Haiti,Saint Lucia,3,2,Haiti,Other Tournaments
2001-04-12,FIFA World Cup qualification,Iraq,Macau,8,0,Iraq,Other Tournaments
2001-04-12,FIFA World Cup qualification,Nepal,Kazakhstan,0,6,Kazakhstan,Other Tournaments
2001-04-14,FIFA World Cup qualification,American Samoa,Tonga,0,5,Tonga,Other Tournaments
2001-04-14,FIFA World Cup qualification,Australia,Fiji,2,0,Australia,Other Tournaments
2001-04-14,FIFA World Cup qualification,Brunei,United Arab Emirates,0,12,United Arab Emirates,Other Tournaments
2001-04-14,CFU Caribbean Cup qualification,Haiti,Guadeloupe,2,0,Haiti,Other Tournaments
2001-04-14,FIFA World Cup qualification,Iraq,Nepal,9,1,Iraq,Other Tournaments
2001-04-14,FIFA World Cup qualification,Kazakhstan,Macau,3,0,Kazakhstan,Other Tournaments
2001-04-14,CFU Caribbean Cup qualification,Saint Lucia,United States Virgin Islands,14,1,Saint Lucia,Other Tournaments
2001-04-15,FIFA World Cup qualification,Cambodia,Maldives,1,1,Draw,Other Tournaments
2001-04-15,FIFA World Cup qualification,India,Yemen,1,1,Draw,Other Tournaments
2001-04-16,FIFA World Cup qualification,Australia,Samoa,11,0,Australia,Other Tournaments
2001-04-16,Friendly,Bahrain,Oman,0,1,Oman,Friendly/Invitationals
2001-04-16,FIFA World Cup qualification,Iraq,Kazakhstan,1,1,Draw,Other Tournaments
2001-04-16,FIFA World Cup qualification,Nepal,Macau,4,1,Nepal,Other Tournaments
2001-04-16,FIFA World Cup qualification,Tonga,Fiji,1,8,Fiji,Other Tournaments
2001-04-21,FIFA World Cup qualification,Burkina Faso,Malawi,4,2,Burkina Faso,Other Tournaments
2001-04-21,FIFA World Cup qualification,Kazakhstan,Nepal,4,0,Kazakhstan,Other Tournaments
2001-04-21,FIFA World Cup qualification,Macau,Iraq,0,5,Iraq,Other Tournaments
2001-04-21,FIFA World Cup qualification,Morocco,Namibia,3,0,Morocco,Other Tournaments
2001-04-21,FIFA World Cup qualification,Senegal,Algeria,3,0,Senegal,Other Tournaments
2001-04-21,FIFA World Cup qualification,Sierra Leone,Nigeria,1,0,Sierra Leone,Other Tournaments
2001-04-21,FIFA World Cup qualification,Zambia,Angola,1,1,Draw,Other Tournaments
2001-04-22,FIFA World Cup qualification,Cameroon,Libya,1,0,Cameroon,Other Tournaments
2001-04-22,FIFA World Cup qualification,China PR,Maldives,10,1,China PR,Other Tournaments
2001-04-22,FIFA World Cup qualification,DR Congo,Madagascar,1,0,DR Congo,Other Tournaments
2001-04-22,FIFA World Cup qualification,Indonesia,Cambodia,6,0,Indonesia,Other Tournaments
2001-04-22,FIFA World Cup qualification,Ivory Coast,Congo,2,0,Ivory Coast,Other Tournaments
2001-04-22,FIFA World Cup qualification,Liberia,Sudan,2,0,Liberia,Other Tournaments
2001-04-22,Friendly,Mozambique,Lesotho,1,0,Mozambique,Friendly/Invitationals
2001-04-23,FIFA World Cup qualification,Iraq,Nepal,4,2,Iraq,Other Tournaments
2001-04-23,FIFA World Cup qualification,Kazakhstan,Macau,5,0,Kazakhstan,Other Tournaments
2001-04-23,FIFA World Cup qualification,Turkmenistan,Jordan,2,0,Turkmenistan,Other Tournaments
2001-04-23,FIFA World Cup qualification,Uzbekistan,Taiwan,7,0,Uzbekistan,Other Tournaments
2001-04-24,Friendly,Belize,Nicaragua,2,0,Belize,Friendly/Invitationals
2001-04-24,FIFA World Cup qualification,Chile,Uruguay,0,1,Uruguay,Other Tournaments
2001-04-24,FIFA World Cup qualification,Ecuador,Paraguay,2,1,Ecuador,Other Tournaments
2001-04-24,Friendly,Egypt,Canada,3,0,Egypt,Friendly/Invitationals
2001-04-24,Friendly,Georgia,Israel,3,2,Georgia,Friendly/Invitationals
2001-04-24,Friendly,Iran,South Korea,0,1,South Korea,Friendly/Invitationals
2001-04-24,Friendly,Panama,Haiti,2,0,Panama,Friendly/Invitationals
2001-04-24,FIFA World Cup qualification,Venezuela,Colombia,2,2,Draw,Other Tournaments
2001-04-25,FIFA World Cup qualification,Austria,Liechtenstein,2,0,Austria,Other Tournaments
2001-04-25,FIFA World Cup qualification,Bolivia,Argentina,3,3,Draw,Other Tournaments
2001-04-25,FIFA World Cup qualification,Brazil,Peru,1,1,Draw,Other Tournaments
2001-04-25,Friendly,Croatia,Greece,2,2,Draw,Friendly/Invitationals
2001-04-25,Friendly,Czech Republic,Belgium,1,1,Draw,Friendly/Invitationals
2001-04-25,Friendly,Denmark,Slovenia,3,0,Denmark,Friendly/Invitationals
2001-04-25,Friendly,France,Portugal,4,0,France,Friendly/Invitationals
2001-04-25,Friendly,Hungary,Finland,0,0,Draw,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,Republic of Ireland,Andorra,3,1,Republic of Ireland,Other Tournaments
2001-04-25,Friendly,Italy,South Africa,1,0,Italy,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,Jamaica,Honduras,1,1,Draw,Other Tournaments
2001-04-25,FIFA World Cup qualification,Kazakhstan,Iraq,1,1,Draw,Other Tournaments
2001-04-25,FIFA World Cup qualification,Latvia,San Marino,1,1,Draw,Other Tournaments
2001-04-25,Friendly,Lebanon,Philippines,3,0,Lebanon,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,Macau,Nepal,1,6,Nepal,Other Tournaments
2001-04-25,FIFA World Cup qualification,Malta,Iceland,1,4,Iceland,Other Tournaments
2001-04-25,Friendly,Moldova,Estonia,0,0,Draw,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,Netherlands,Cyprus,4,0,Netherlands,Other Tournaments
2001-04-25,Friendly,Norway,Bulgaria,2,1,Norway,Friendly/Invitationals
2001-04-25,Friendly,Poland,Scotland,1,1,Draw,Friendly/Invitationals
2001-04-25,Friendly,Romania,Slovakia,0,0,Draw,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,Serbia,Russia,0,1,Russia,Other Tournaments
2001-04-25,Friendly,Spain,Japan,1,0,Spain,Friendly/Invitationals
2001-04-25,Friendly,Switzerland,Sweden,0,2,Sweden,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,Trinidad and Tobago,Mexico,1,1,Draw,Other Tournaments
2001-04-25,Friendly,Turkey,Albania,0,2,Albania,Friendly/Invitationals
2001-04-25,FIFA World Cup qualification,United States,Costa Rica,1,0,United States,Other Tournaments
2001-04-25,FIFA World Cup qualification,Uzbekistan,Turkmenistan,1,0,Uzbekistan,Other Tournaments
2001-04-25,FIFA World Cup qualification,Taiwan,Jordan,0,2,Jordan,Other Tournaments
2001-04-26,Friendly,Belize,Nicaragua,2,1,Belize,Friendly/Invitationals
2001-04-26,Friendly,Canada,Iran,1,0,Canada,Friendly/Invitationals
2001-04-26,Friendly,Egypt,South Korea,1,2,South Korea,Friendly/Invitationals
2001-04-26,FIFA World Cup qualification,United Arab Emirates,India,1,0,United Arab Emirates,Other Tournaments
2001-04-27,FIFA World Cup qualification,Uzbekistan,Jordan,2,2,Draw,Other Tournaments
2001-04-27,FIFA World Cup qualification,Yemen,Brunei,1,0,Yemen,Other Tournaments
2001-04-27,FIFA World Cup qualification,Taiwan,Turkmenistan,0,5,Turkmenistan,Other Tournaments
2001-04-28,Friendly,Bangladesh,Bhutan,3,1,Bangladesh,Friendly/Invitationals
2001-04-28,FIFA World Cup qualification,Congo,Madagascar,2,0,Congo,Other Tournaments
2001-04-28,FIFA World Cup qualification,Maldives,China PR,0,1,China PR,Other Tournaments
2001-04-29,FIFA World Cup qualification,Cambodia,Indonesia,0,2,Indonesia,Other Tournaments
2001-04-29,COSAFA Cup,Mozambique,South Africa,0,3,South Africa,Regional Tournaments
2001-04-30,FIFA World Cup qualification,Oman,Laos,12,0,Oman,Other Tournaments
2001-04-30,FIFA World Cup qualification,Syria,Philippines,12,0,Syria,Other Tournaments
2001-05-03,FIFA World Cup qualification,Jordan,Taiwan,6,0,Jordan,Other Tournaments
2001-05-03,FIFA World Cup qualification,Turkmenistan,Uzbekistan,2,5,Uzbekistan,Other Tournaments
2001-05-04,FIFA World Cup qualification,Algeria,Morocco,1,2,Morocco,Other Tournaments
2001-05-04,FIFA World Cup qualification,Oman,Laos,7,0,Oman,Other Tournaments
2001-05-04,FIFA World Cup qualification,Syria,Philippines,5,1,Syria,Other Tournaments
2001-05-04,FIFA World Cup qualification,United Arab Emirates,Brunei,4,0,United Arab Emirates,Other Tournaments
2001-05-04,FIFA World Cup qualification,Yemen,India,3,3,Draw,Other Tournaments
2001-05-05,FIFA World Cup qualification,Jordan,Turkmenistan,1,2,Turkmenistan,Other Tournaments
2001-05-05,FIFA World Cup qualification,Madagascar,Tunisia,0,2,Tunisia,Other Tournaments
2001-05-05,FIFA World Cup qualification,Nigeria,Liberia,2,0,Nigeria,Other Tournaments
2001-05-05,FIFA World Cup qualification,Sierra Leone,Ghana,1,1,Draw,Other Tournaments
2001-05-05,FIFA World Cup qualification,South Africa,Zimbabwe,2,1,South Africa,Other Tournaments
2001-05-05,Friendly,Saint Kitts and Nevis,Puerto Rico,2,0,Saint Kitts and Nevis,Friendly/Invitationals
2001-05-05,FIFA World Cup qualification,Taiwan,Uzbekistan,0,4,Uzbekistan,Other Tournaments
2001-05-06,FIFA World Cup qualification,Angola,Cameroon,2,0,Angola,Other Tournaments
2001-05-06,FIFA World Cup qualification,Cambodia,China PR,0,4,China PR,Other Tournaments
2001-05-06,FIFA World Cup qualification,Congo,DR Congo,1,1,Draw,Other Tournaments
2001-05-06,FIFA World Cup qualification,Egypt,Senegal,1,0,Egypt,Other Tournaments
2001-05-06,FIFA World Cup qualification,Maldives,Indonesia,0,2,Indonesia,Other Tournaments
2001-05-06,FIFA World Cup qualification,Togo,Zambia,3,2,Togo,Other Tournaments
2001-05-07,FIFA World Cup qualification,Jordan,Uzbekistan,1,1,Draw,Other Tournaments
2001-05-07,FIFA World Cup qualification,Oman,Philippines,7,0,Oman,Other Tournaments
2001-05-07,FIFA World Cup qualification,Syria,Laos,11,0,Syria,Other Tournaments
2001-05-07,FIFA World Cup qualification,Turkmenistan,Taiwan,1,0,Turkmenistan,Other Tournaments
2001-05-07,Muratti Vase,Guernsey,Jersey,4,1,Guernsey,Other Tournaments
2001-05-09,Friendly,Estonia,Finland,1,1,Draw,Friendly/Invitationals
2001-05-09,Friendly,Georgia,Azerbaijan,1,0,Georgia,Friendly/Invitationals
2001-05-10,Friendly,Trinidad and Tobago,Grenada,5,3,Trinidad and Tobago,Friendly/Invitationals
2001-05-11,FIFA World Cup qualification,Oman,Philippines,2,0,Oman,Other Tournaments
